dataset,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
364,9.784524,-6.1263037,-1.327142,9.922331,5.1567106,7.72869,-6.1434393,-4.575954,-13.1255245,9.773504,-2.5388432,-10.112772,-1.7522871,2.0043776,-6.686381,3.3185303,-6.456815,12.078592,1.3581489,9.036167,13.058151,13.479002,-4.936751,-3.75491,-8.192838,14.833023,-7.7052474,12.702093,13.468882,5.236636,12.789003,-6.4518304
365,3.595202,-2.7715888,0.47318894,3.7500243,1.8641489,2.2765946,-1.409538,-0.59453946,-4.3126926,2.7054353,0.1711291,-3.3462112,-0.8694789,1.4068372,-2.3187318,1.6207368,-1.457675,3.5858696,0.65175426,2.0505004,4.0829973,4.926773,-1.5649588,-0.30197704,-2.0797627,4.669697,-2.5718598,3.165421,4.5826163,2.818554,4.1424546,-2.8676403
366,3.8480175,-3.1972032,1.0286407,4.0648737,2.1712732,2.1316006,-1.0052363,0.13828468,-4.2666407,2.4714334,0.8878008,-3.3419743,-1.0967237,1.7058856,-2.2653298,1.9007266,-1.0364593,3.4423814,0.7300644,1.5266453,4.111334,5.0349574,-1.5299083,0.26657814,-1.9214605,4.5032353,-2.5422745,2.4729614,4.629024,3.3812873,4.025152,-3.2640424
367,3.30933,-2.299806,-0.05757717,3.394611,1.5188726,2.42267,-1.8167263,-1.4046174,-4.357196,2.9814281,-0.64435786,-3.490542,-0.5778391,1.014477,-2.3602414,1.2906935,-1.9970262,3.7940152,0.5777433,2.6669896,4.0320544,4.801157,-1.5373307,-1.1082509,-2.2770271,4.8206315,-2.699245,3.9874256,4.498092,2.2203481,4.2762847,-2.372344
368,86.736855,-51.320415,-27.067505,83.79314,43.631752,75.53595,-59.821564,-52.645092,-125.33446,95.899796,-40.212395,-99.454056,-12.701966,6.83025,-58.92655,24.233738,-70.95564,119.44346,8.350672,94.13832,120.214134,124.97383,-45.06718,-52.393238,-80.453224,140.53186,-73.98347,134.13109,127.564476,32.750298,120.92279,-51.27054
369,1445.1362,-848.9201,-478.3444,1399.0347,713.4979,1284.55,-1014.31366,-919.9163,-2108.9487,1616.4963,-720.0859,-1702.875,-206.54382,92.1172,-999.49854,402.54373,-1224.0989,2027.825,134.63419,1606.2966,2016.1555,2110.8003,-750.88293,-918.9914,-1355.4264,2384.1348,-1275.265,2309.9597,2161.472,530.9226,2047.887,-857.77423
370,59.79436,-35.36227,-18.602379,57.79001,29.998652,52.03186,-41.304543,-36.37553,-86.36748,66.06258,-27.731182,-68.46905,-8.765024,4.8323784,-40.7026,16.741455,-48.85938,82.25323,5.781497,64.855484,82.794846,86.1631,-31.078846,-36.030285,-55.38432,96.88482,-50.97998,92.433624,87.88741,22.666733,83.3645,-35.372555
371,34.101906,-19.982594,-11.134127,33.07568,16.620037,30.22456,-24.183367,-22.052734,-49.715702,37.99169,-17.123533,-40.116337,-4.823731,2.5718694,-24.000423,9.591421,-28.890827,47.72767,3.3513737,37.903164,47.37926,49.89554,-17.606712,-21.554186,-31.769382,56.371735,-30.211597,54.75425,50.9971,12.906136,48.41848,-20.37866
372,12.273534,-7.256236,-3.1273804,12.064821,6.1636844,10.402552,-8.504561,-7.2760744,-17.346682,13.203882,-5.094222,-13.629286,-1.8578056,1.6499821,-8.66203,3.6342995,-9.535644,16.368992,1.4872139,12.871099,16.817152,17.489628,-6.2516565,-6.5842757,-11.08536,19.621113,-10.343496,18.37518,17.711264,5.4069834,16.876202,-7.5481467
373,793.62354,-466.17963,-262.64856,768.3126,391.71567,705.3902,-557.12506,-505.3523,-1158.1517,887.66174,-395.53516,-935.141,-113.406296,50.786106,-549.0809,221.11716,-672.2349,1113.5681,74.00935,882.13086,1107.1106,1159.2136,-412.2929,-504.6281,-744.2583,1309.3322,-700.3902,1268.7079,1187.0159,291.7072,1124.6862,-471.1276
374,30.693167,-18.16682,-9.338346,29.66475,15.39917,26.531723,-21.20881,-18.575766,-44.211433,33.751945,-14.005453,-34.867714,-4.492693,2.7669394,-20.968018,8.626476,-24.853756,41.97074,3.073425,33.08173,42.352577,44.10888,-15.901854,-18.187496,-28.26323,49.533104,-25.977722,47.13245,44.916367,11.87256,42.645515,-18.189209
375,7.9740005,-4.8029556,-1.4972043,8.010302,3.9471087,6.6450653,-5.4442925,-4.5657544,-11.052519,8.313913,-2.8970263,-8.777946,-1.2309153,1.4272766,-5.796203,2.536471,-5.952346,10.327349,1.1829873,8.052845,10.815402,11.431022,-3.9740405,-3.8198228,-6.9732537,12.659172,-6.8298354,11.5591955,11.396146,4.1054697,10.880972,-5.19356
376,186.75821,-109.529015,-62.15188,181.00171,91.57179,166.49377,-131.66417,-120.236755,-272.87604,209.07755,-94.37306,-221.09103,-26.590733,11.792421,-129.99608,52.22187,-159.10205,262.80237,17.375072,208.2572,260.51157,273.4834,-96.97255,-119.63389,-175.15187,309.2276,-166.02075,300.40332,280.11542,68.691826,265.48434,-111.103195
377,53.734028,-31.516922,-17.652914,52.096535,26.278057,47.68124,-37.967842,-34.569687,-78.35961,59.942463,-26.945957,-63.250633,-7.660109,3.8008838,-37.5699,15.083342,-45.521523,75.281296,5.1451163,59.72243,74.7501,78.57534,-27.832539,-34.04915,-50.167564,88.797714,-47.54702,86.15223,80.37077,20.08876,76.25678,-32.04058
378,43.377308,-25.483868,-13.819692,42.05811,21.385555,38.111973,-30.43159,-27.285412,-62.90099,48.142067,-20.949738,-50.23428,-6.307312,3.4160914,-30.01875,12.19652,-36.02493,60.09603,4.203649,47.63674,60.165466,63.02006,-22.562744,-26.68093,-40.30647,71.0377,-37.67086,68.26208,64.256454,16.422626,61.04433,-25.82106
379,33.895153,-19.875996,-10.946773,32.87728,16.578987,29.931158,-23.95749,-21.713669,-49.306942,37.693817,-16.772274,-39.62227,-4.840748,2.638278,-23.734837,9.538471,-28.490337,47.23736,3.3287067,37.495216,47.043785,49.465256,-17.541714,-21.183842,-31.526031,55.830486,-29.803623,54.011517,50.497063,12.864012,47.965443,-20.235123
380,14.514073,-8.528208,-3.8452709,14.285646,7.2376733,12.424807,-10.098875,-8.772214,-20.56616,15.686673,-6.2790236,-16.34431,-2.2061365,1.7625005,-10.266732,4.3031898,-11.478032,19.553154,1.6833662,15.37356,19.926191,20.776356,-7.398019,-8.036744,-13.186655,23.393368,-12.451929,22.057306,21.097971,6.2648926,20.081118,-8.9266
381,12.16621,-7.302003,-2.744462,12.073782,6.185748,10.165585,-8.206266,-6.8302565,-16.955578,12.830755,-4.615056,-13.338501,-1.9652408,1.809501,-8.533892,3.768177,-9.119626,15.982132,1.5039829,12.360613,16.562912,17.181616,-6.1647024,-6.0761623,-10.789175,19.247396,-10.163567,17.688063,17.422789,5.6422024,16.543003,-7.665696
382,5276923.0,-3099967.8,-1747137.0,5108799.5,2606142.5,4691141.5,-3703336.8,-3358141.5,-7701120.0,5903233.0,-2629056.0,-6218513.0,-754432.5,334439.88,-3648297.2,1469471.5,-4470202.5,7405261.0,490915.2,5865647.0,7362802.5,7707701.0,-2742626.0,-3356511.2,-4950161.0,8705923.0,-4656511.5,8433920.0,7892938.5,1937597.0,7477814.5,-3131708.2
383,31.541758,-18.47357,-10.201825,30.61903,15.373856,27.920425,-22.34524,-20.35309,-45.92124,35.10521,-15.749153,-37.033646,-4.4786296,2.4265184,-22.18775,8.8953495,-26.637775,44.068108,3.106678,34.972404,43.79086,46.11143,-16.298983,-19.831806,-29.353374,52.08033,-27.912113,50.495026,47.092033,11.996335,44.727768,-18.857525
384,3.3261147,-2.4283853,0.13156937,3.4249797,1.5896764,2.2864985,-1.6244243,-1.0734333,-4.240239,2.779356,-0.33446988,-3.357994,-0.656281,1.1634985,-2.3104777,1.3642749,-1.7604411,3.5936694,0.6191412,2.3874469,3.9149334,4.7727346,-1.4770529,-0.8005314,-2.1126301,4.632518,-2.5824447,3.6070888,4.4207964,2.418794,4.1201215,-2.5044308
385,2.7617636,-1.928943,0.07174591,2.9820397,1.0605317,2.2243295,-1.4920723,-1.4429733,-3.6458085,2.5184567,-0.8651392,-3.3750896,-0.58131456,0.6484548,-2.0902336,1.2337635,-1.8888611,3.4697769,0.3729712,2.2421184,3.349266,4.1525583,-1.3056996,-1.2287991,-1.9088686,4.3672843,-2.7869117,3.7697825,4.024131,1.8796324,3.8074634,-2.1069076
386,416.39468,-244.63249,-137.50642,403.10138,205.58786,369.7932,-292.24442,-264.82452,-607.4296,465.50275,-207.04489,-490.08038,-59.546326,27.031693,-288.0363,116.03971,-352.24637,583.78845,38.94142,462.46893,580.68176,607.9526,-216.30081,-264.2188,-390.2783,686.563,-367.008,664.93787,622.4038,153.31436,589.787,-247.19563
388,108.54032,-63.76467,-35.651997,105.108475,53.464333,96.204094,-76.27635,-69.07269,-158.1991,121.14221,-53.844128,-127.40747,-15.554686,7.412276,-75.23797,30.332361,-91.58123,151.87308,10.242025,120.35156,151.14076,158.39198,-56.364155,-68.535446,-101.492325,178.85297,-95.484375,173.08443,162.04239,40.230125,153.64857,-64.51082
389,71744.0,-42146.516,-23753.512,69458.29,35432.465,63779.9,-50349.992,-45656.633,-104702.95,80259.06,-35744.008,-84545.7,-10257.133,4547.562,-49601.965,19978.77,-60775.65,100680.2,6674.561,79747.984,100102.99,104792.2,-37288.14,-45634.008,-67301.3,118364.016,-63308.98,114665.96,107310.77,26343.5,101666.984,-42578.15
390,31.404367,-18.31443,-10.261667,30.781422,14.803859,28.41862,-22.440695,-21.23312,-45.975224,35.195484,-16.743593,-38.17766,-4.474605,1.9193674,-22.550083,9.090731,-27.392649,44.717766,2.9410124,35.327526,43.708267,46.626717,-16.234783,-20.73338,-29.358505,52.89275,-29.190847,51.818054,47.712154,11.941864,45.30713,-19.054363
391,1806.8779,-1061.4006,-598.1023,1749.3102,892.0941,1606.1912,-1268.1981,-1150.2029,-2636.8674,2021.2,-900.38104,-2129.219,-258.2969,114.99032,-1249.5927,503.32104,-1530.5591,2535.5017,168.23192,2008.3961,2520.8833,2639.2192,-938.9583,-1149.1111,-1694.7816,2981.0264,-1594.5663,2888.1458,2702.5698,663.7192,2560.5542,-1072.4746
392,79.09449,-46.497547,-25.805714,76.57708,39.000366,69.92738,-55.53311,-50.136837,-115.156906,88.1407,-38.9526,-92.51946,-11.356928,5.6173697,-54.787224,22.11938,-66.47105,110.40535,7.5249977,87.47655,110.02661,115.26432,-41.063484,-49.62294,-73.82945,130.08913,-69.30887,125.70509,117.85677,29.46079,111.78103,-47.010635
393,12.196052,-7.2055526,-3.105432,11.997443,6.113145,10.34525,-8.461746,-7.252642,-17.235392,13.118167,-5.0815,-13.565028,-1.8472086,1.6404871,-8.627038,3.616312,-9.493325,16.273926,1.4842427,12.805545,16.710209,17.396011,-6.2032433,-6.558657,-11.015993,19.519289,-10.308107,18.296452,17.614996,5.388898,16.786396,-7.514415
394,17.547031,-10.266235,-5.2712994,17.074636,8.611813,15.25527,-12.396265,-11.047574,-25.274155,19.316097,-8.257192,-20.085268,-2.5348125,1.7509867,-12.350457,4.984515,-14.375895,24.035906,1.8857629,19.117903,24.209177,25.415995,-9.034391,-10.460686,-16.168703,28.595688,-15.166559,27.395824,25.789078,7.0327673,24.578617,-10.532592
395,10.969481,-6.2861323,-3.447204,10.849275,5.0078115,9.9975605,-8.110586,-7.859375,-16.06667,12.307038,-6.074478,-13.532849,-1.459435,0.8974167,-8.320396,3.2235725,-9.777501,15.69385,1.2122784,12.538817,15.271138,16.441334,-5.5580006,-7.3139544,-10.252207,18.730291,-10.540258,18.594807,16.778233,4.512573,16.014988,-6.7602973
396,1524.0782,-895.2985,-504.47638,1475.458,752.49396,1354.7223,-1069.7134,-970.1393,-2224.1567,1704.8011,-759.3981,-1795.8922,-217.8287,97.129944,-1054.0725,424.52423,-1290.966,2138.5967,141.98439,1694.0352,2126.3032,2226.0945,-791.9125,-969.18945,-1429.4841,2514.3667,-1344.9072,2436.1147,2279.5513,559.9165,2159.7495,-904.6248
397,23.205322,-13.560305,-7.467041,22.54499,11.254909,20.541931,-16.54177,-15.120997,-33.78888,25.806158,-11.659684,-27.292469,-3.253661,1.9023012,-16.496096,6.5547957,-19.6595,32.426605,2.3730788,25.794138,32.195007,33.981773,-11.922858,-14.601404,-21.570295,38.384926,-20.633701,37.331993,34.68475,8.965253,32.966164,-13.924803
398,1160.5823,-681.72705,-384.1797,1123.5795,572.90686,1031.6621,-814.67816,-738.9818,-1693.7178,1298.214,-578.4688,-1367.697,-165.8541,74.03424,-802.8452,323.32004,-983.172,1628.6096,108.15312,1290.1035,1619.1519,1695.2614,-602.98645,-738.12195,-1088.531,1914.8158,-1024.3278,1855.3958,1735.9587,426.43292,1644.7617,-688.9291
399,15764.992,-9261.111,-5219.6865,15263.037,7785.208,14015.5205,-11064.311,-10033.913,-23007.598,17636.26,-7855.6587,-18579.277,-2253.8525,999.0778,-10900.31,4390.4263,-13355.742,22124.238,1466.6261,17524.342,21996.54,23027.822,-8193.605,-10028.53,-14788.737,26010.426,-13912.9795,25198.488,23581.23,5788.9146,22341.125,-9356.471
400,4122.1196,-2421.5718,-1364.3431,3990.713,2035.7809,3664.062,-2892.782,-2622.9082,-6015.437,4611.0215,-2053.1055,-4856.854,-589.3826,262.0158,-2849.944,1148.0045,-3491.2153,5783.954,383.6877,4581.4546,5751.1865,6020.558,-2142.3098,-2621.095,-3866.525,6800.0703,-3636.8755,6587.371,6165.046,1513.9689,5840.937,-2446.4292
401,5580.2905,-3278.2122,-1847.093,5402.419,2755.969,4960.3135,-3916.0833,-3550.757,-8143.4595,6242.247,-2779.4927,-6575.121,-797.85986,354.45773,-3858.0215,1554.0586,-4726.376,7830.198,519.3444,6202.2373,7785.7373,8150.3647,-2900.1865,-3548.522,-5234.376,9205.706,-4923.504,8917.749,8346.01,2049.3872,7907.2095,-3311.7876
402,1185.0582,-696.17004,-391.97366,1147.2389,585.18494,1053.1143,-831.6032,-753.9608,-1729.1682,1325.4171,-589.9792,-1395.8748,-169.45369,75.79775,-819.4214,330.12793,-1003.3127,1662.4371,110.435974,1316.8276,1653.184,1730.639,-615.79114,-753.07043,-1111.3606,1954.6248,-1045.2957,1893.417,1772.0627,435.49994,1678.999,-703.37555
403,2069.628,-1215.7864,-685.1037,2003.6344,1021.9282,1839.7185,-1452.5814,-1317.322,-3020.342,2315.1118,-1031.2035,-2438.7913,-295.8255,131.70506,-1431.2502,576.44543,-1753.1178,2904.1897,192.73718,2300.46,2887.5015,3022.9614,-1075.4575,-1316.2041,-1941.2527,3414.4316,-1826.3239,3308.0562,3095.5618,760.2343,2932.8433,-1228.3945
404,102.26097,-60.055077,-33.74839,99.023674,50.28464,90.77733,-71.99894,-65.38076,-149.1978,114.212685,-51.07419,-120.379105,-14.578018,6.913237,-71.09562,28.569553,-86.59889,143.35614,9.680707,113.6452,142.45328,149.41196,-53.022583,-64.88877,-95.67573,168.78517,-90.27365,163.67142,152.93541,37.891922,144.98578,-60.818745
405,1881.3259,-1105.141,-622.789,1821.3577,928.88153,1672.3748,-1320.4686,-1197.594,-2745.5405,2104.4878,-937.5001,-2216.9912,-268.90942,119.72612,-1301.1095,524.0265,-1593.6757,2640.0078,175.19771,2091.2095,2624.7793,2747.9712,-977.59534,-1196.5165,-1764.6279,3103.8672,-1660.2781,3007.243,2813.9688,691.07776,2666.0698,-1116.6606
406,34.38575,-20.208496,-10.920504,33.321766,16.951176,30.151571,-24.15942,-21.63044,-49.851437,38.114414,-16.560308,-39.735874,-4.9749866,2.832829,-23.861082,9.661834,-28.512201,47.566795,3.3955295,37.736717,47.650887,49.936646,-17.843014,-21.07082,-31.896967,56.2613,-29.794971,54.08214,50.897087,13.108635,48.365208,-20.482592
407,58.851906,-34.575512,-19.251469,56.998688,28.910442,52.07126,-41.440987,-37.527184,-85.733406,65.57745,-29.181438,-68.95285,-8.425914,4.2332826,-40.93885,16.487394,-49.584446,82.22752,5.6281786,65.19236,81.830986,85.86525,-30.51571,-37.026817,-54.89638,96.954834,-51.721092,93.83686,87.803635,21.979488,83.29906,-35.03023
408,47.73437,-28.069803,-15.294093,46.23781,23.562754,41.963524,-33.472263,-30.017262,-69.28394,53.00869,-23.102797,-55.345173,-6.914794,3.703916,-33.01336,13.390627,-39.70899,66.210945,4.6166997,52.472298,66.24218,69.361244,-24.8089,-29.453327,-44.38284,78.188736,-41.45947,75.21678,70.7763,18.002022,67.20408,-28.390621
409,3.579834,-2.2145998,-0.4113202,3.7365658,1.402264,3.1292434,-2.40682,-2.4344687,-5.0036206,3.6979618,-1.6343393,-4.4843535,-0.53569806,0.60782564,-2.8324275,1.3126676,-2.9360137,4.8192706,0.5287697,3.6008096,4.6850743,5.493334,-1.7529802,-2.0803742,-2.9456544,5.9854574,-3.6872501,5.613936,5.3441195,2.0944831,5.1580057,-2.4667075
410,31.381128,-18.365496,-10.207145,30.464304,15.27077,27.827301,-22.286673,-20.355244,-45.736824,34.959297,-15.782735,-36.9569,-4.4294996,2.395104,-22.15057,8.840124,-26.611338,43.928223,3.1103532,34.899246,43.59719,45.94432,-16.184307,-19.839916,-29.23457,51.910774,-27.872782,50.447296,46.94221,11.937622,44.580193,-18.777998
411,2.768584,-1.9370304,0.07652754,3.0020156,1.0579817,2.2412744,-1.4962103,-1.452217,-3.6433895,2.4994988,-0.8705989,-3.389661,-0.59645736,0.65339744,-2.1128821,1.2646719,-1.8909515,3.4930978,0.37320614,2.2203293,3.3558133,4.1578827,-1.3084873,-1.1973417,-1.8960854,4.406859,-2.8256092,3.8002815,4.0657096,1.8991413,3.8255706,-2.1523786
412,7.2482886,-4.3920455,-1.3247982,7.253432,3.5984752,5.9660673,-4.9285693,-4.070496,-10.035003,7.528453,-2.5242524,-7.846914,-1.1065782,1.3849915,-5.230914,2.2841575,-5.310363,9.266202,1.1013374,7.260334,9.788414,10.370211,-3.617736,-3.375733,-6.2900386,11.393196,-6.063473,10.323702,10.259436,3.7634273,9.824472,-4.6943345
413,233.27567,-137.07158,-76.81641,225.82857,115.173996,206.96338,-163.70523,-148.2018,-340.1446,260.61728,-115.70203,-274.17825,-33.38999,15.432202,-161.37157,65.046,-197.0372,326.73053,21.89581,258.83633,325.15945,340.4327,-121.16929,-147.64662,-218.47266,384.3875,-205.3241,372.06662,348.42682,86.096664,330.22653,-138.50601
414,86.736855,-51.320415,-27.067505,83.79314,43.631752,75.53595,-59.821564,-52.645092,-125.33446,95.899796,-40.212395,-99.454056,-12.701966,6.83025,-58.92655,24.233738,-70.95564,119.44346,8.350672,94.13832,120.214134,124.97383,-45.06718,-52.393238,-80.453224,140.53186,-73.98347,134.13109,127.564476,32.750298,120.92279,-51.27054
415,59.076103,-34.620464,-19.535908,57.29774,28.82378,52.565544,-41.82034,-38.230312,-86.25564,65.995026,-29.898487,-69.83035,-8.391125,4.0448575,-41.408318,16.585697,-50.29139,82.99437,5.631226,65.85635,82.25099,86.53705,-30.584473,-37.70117,-55.234028,97.86232,-52.544415,95.14478,88.56809,22.018553,84.01562,-35.248367
416,12.093499,-6.9972687,-3.5853887,11.872463,5.778203,10.667703,-8.749277,-8.042772,-17.48396,13.370115,-6.0204577,-14.244227,-1.670182,1.2559161,-8.890016,3.485984,-10.22851,16.787128,1.4152223,13.44089,16.733974,17.749773,-6.113052,-7.4678545,-11.191686,20.053936,-10.932826,19.532234,18.018618,5.0703163,17.204033,-7.379233
417,148.07018,-86.967606,-48.90954,143.3631,72.918655,131.4979,-104.140625,-94.524666,-216.05478,165.46242,-73.88742,-174.371,-21.114746,9.826456,-102.77168,41.319305,-125.40837,207.64449,13.956774,164.56898,206.3785,216.3179,-76.81537,-94.02829,-138.65567,244.34763,-130.69846,236.8958,221.4531,54.720177,209.8949,-88.001755
418,2.77352,-1.8288624,-0.036883388,3.0955865,0.8831698,2.46069,-1.6710491,-1.8585865,-3.7336667,2.6780071,-1.2954609,-3.6997592,-0.6373522,0.44019407,-2.210221,1.2763789,-2.1698077,3.7554424,0.28421262,2.4923372,3.431907,4.352072,-1.3807528,-1.5831096,-2.0576394,4.764202,-3.190477,4.3105083,4.265198,1.7727468,4.090554,-2.1646457
419,2.537315,-1.7953974,0.14364591,2.8547537,0.853397,2.1320064,-1.3449781,-1.4188683,-3.308374,2.259047,-0.91721344,-3.2806468,-0.64576036,0.5278095,-1.9801886,1.2704718,-1.7716328,3.2924519,0.2716108,1.9897377,3.0355506,3.8880992,-1.2291926,-1.1605904,-1.6992681,4.202896,-2.8234413,3.6207929,3.8436477,1.7661968,3.609055,-2.0856023
420,2.4767718,-1.7447245,0.14613058,2.8181884,0.78564596,2.1187112,-1.3226346,-1.4467814,-3.2303987,2.2182322,-0.96705514,-3.270539,-0.65752494,0.47585902,-1.9459445,1.265075,-1.7630024,3.257195,0.23658757,1.9590085,2.956949,3.8320584,-1.2151105,-1.1927443,-1.666063,4.1698146,-2.8420515,3.6099162,3.7911668,1.7117742,3.5722897,-2.057507
421,3.0508988,-2.0932426,-0.022643503,3.2344215,1.2544327,2.411809,-1.7211466,-1.5645672,-4.0357614,2.7808414,-0.8836404,-3.5479999,-0.588601,0.78445536,-2.3011718,1.3114893,-2.0467248,3.7690034,0.46258503,2.5093539,3.74373,4.5066743,-1.4374597,-1.2417777,-2.124215,4.7548866,-2.901387,4.100251,4.3887167,2.0447786,4.149398,-2.2956095
422,2.569803,-1.8213699,0.13630304,2.868893,0.8965007,2.1340127,-1.3581885,-1.3985108,-3.355381,2.2924843,-0.883938,-3.2745812,-0.6336524,0.55853444,-1.9913601,1.2623398,-1.7724693,3.3033624,0.28976375,2.0166156,3.082862,3.9139156,-1.2401879,-1.1478392,-1.724754,4.207125,-2.7901578,3.6117222,3.8581185,1.7869575,3.6242766,-2.0831065
423,17049414.0,-10205347.0,-5072651.5,16441933.0,8835801.0,14520261.0,-11387772.0,-9621610.0,-24334016.0,18580086.0,-7258175.0,-19018894.0,-2651472.2,1440164.2,-11193358.0,4805174.0,-13396582.0,23065562.0,1561876.6,17978388.0,23448256.0,24122228.0,-8851628.0,-9804538.0,-15621347.0,27042340.0,-13969222.0,25341626.0,24661688.0,6467553.5,23335118.0,-10030991.0
424,8.818936,-5.2378783,-2.3315482,8.88204,3.870089,7.959798,-6.1798286,-6.059751,-12.717003,9.623316,-4.6423907,-10.963007,-1.3568186,0.76495016,-6.5728006,2.8428621,-7.59693,12.452765,0.89435416,9.590367,12.00825,13.274478,-4.486673,-5.690444,-7.9144173,14.952853,-8.644486,14.503817,13.444962,3.8735607,12.81235,-5.6581836
425,3.453013,-2.6294422,0.38131285,3.6067886,1.7164814,2.2528203,-1.4450254,-0.7511414,-4.2049623,2.6491332,-0.010097306,-3.3289738,-0.8103417,1.3150058,-2.3033054,1.5491478,-1.531122,3.5396538,0.63200253,2.0927043,3.93783,4.8255305,-1.4996798,-0.44204107,-2.024655,4.617023,-2.5972638,3.2893384,4.4942474,2.6815534,4.087941,-2.7623782
426,74.162125,-43.54804,-24.44788,71.826775,36.39965,65.80206,-52.278584,-47.503586,-108.188576,82.77727,-37.082863,-87.26574,-10.568991,5.1198893,-51.660988,20.750746,-62.794456,103.926414,7.0528398,82.40423,103.24113,108.371765,-38.431576,-47.018776,-69.311005,122.43645,-65.48132,118.75343,110.90785,27.56491,105.17086,-44.142876
427,842.13654,-494.47632,-279.29456,815.5666,415.0147,749.37445,-591.6893,-537.74976,-1229.4565,942.3737,-421.40396,-993.9176,-120.293434,53.156624,-583.2875,234.82913,-714.6273,1182.8704,78.258804,936.98865,1174.9998,1231.0276,-437.5961,-536.889,-790.0225,1390.8911,-744.8898,1348.5891,1260.7312,309.21844,1194.5269,-500.15463
428,2.4195077,-1.6684067,0.1413611,2.8205695,0.6552528,2.1662698,-1.3378892,-1.5872799,-3.1761918,2.2252305,-1.134279,-3.3758163,-0.6855406,0.36485654,-1.9307086,1.2617813,-1.8258661,3.281116,0.18228172,2.0030837,2.8786254,3.8801198,-1.2086844,-1.358179,-1.672065,4.2276845,-2.9928713,3.7286522,3.7889035,1.6420958,3.619496,-2.0508063
429,2.3815873,-1.690901,0.18249886,2.735652,0.7170707,2.0421832,-1.2430961,-1.3927608,-3.0913997,2.1192582,-0.9447168,-3.187838,-0.6625954,0.4402891,-1.861084,1.2421002,-1.6859045,3.1320174,0.2060515,1.8538027,2.8099809,3.7157326,-1.17419,-1.1700276,-1.5805756,4.02291,-2.7853303,3.463826,3.6500716,1.6561196,3.4473968,-2.0004723
430,199.22397,-116.913734,-66.065636,193.00522,97.92016,177.3201,-140.2476,-127.701675,-290.8965,222.8804,-100.05094,-235.29907,-28.401724,12.794945,-138.41107,55.645283,-169.25684,279.9135,18.61465,221.81247,277.84146,291.41064,-103.43225,-127.12203,-186.76381,329.3384,-176.52846,319.58954,298.4075,73.38576,282.81625,-118.44712
431,155.73196,-91.36124,-51.665764,150.91055,76.43049,138.6683,-109.733986,-100.04419,-227.42732,174.22867,-78.40211,-184.06839,-22.186745,10.024992,-108.351234,43.539043,-132.43063,218.89392,14.563151,173.47697,217.1578,227.90007,-80.83368,-99.47536,-145.96486,257.60992,-138.1763,250.10062,233.36906,57.41918,221.19962,-92.64128
432,46.77981,-27.4505,-15.216571,45.35827,22.919483,41.37497,-32.98974,-29.899408,-68.093765,52.093628,-23.18774,-54.7593,-6.7139997,3.4483554,-32.60919,13.145262,-39.367638,65.29072,4.494278,51.78319,64.99843,68.26854,-24.272463,-29.348621,-43.591797,77.084305,-41.13913,74.547195,69.74602,17.56583,66.21291,-27.881847
433,45.062126,-26.439785,-14.795726,43.671604,22.023289,39.9549,-31.865894,-29.012476,-65.72011,50.23969,-22.597439,-53.009613,-6.403117,3.2594204,-31.555796,12.647821,-38.1662,63.106712,4.3486576,50.07383,62.65238,65.89025,-23.312359,-28.529613,-42.029655,74.45117,-39.84754,72.26494,67.392624,16.89495,63.948803,-26.875818
434,116.075645,-68.05025,-38.50901,112.6215,56.68392,103.605515,-81.94305,-75.08251,-169.61398,129.92728,-58.927845,-137.73174,-16.525158,7.3592925,-81.05922,32.576378,-99.0846,163.47702,10.837573,129.51247,161.85442,170.20918,-60.236046,-74.522606,-108.797165,192.49397,-103.62714,187.1276,174.28975,42.89719,165.22528,-69.2076
435,468.02545,-274.8945,-154.83696,453.13565,230.90044,415.96786,-328.68317,-298.2084,-682.9855,523.4195,-233.35786,-551.50037,-66.85641,30.114233,-324.02344,130.44394,-396.48163,656.6838,43.727093,520.25836,652.8221,683.6842,-243.0809,-297.57584,-438.82916,772.2483,-413.1407,748.38635,700.0504,172.20248,663.33167,-277.911
436,8.598599,-5.065048,-2.0576587,8.490602,4.1551085,7.3596983,-6.0566473,-5.359296,-12.18838,9.228964,-3.716533,-9.793425,-1.2094738,1.2395338,-6.2944484,2.5635653,-6.8721786,11.509732,1.1991984,9.118373,11.739103,12.524535,-4.275268,-4.7516565,-7.7303467,13.913483,-7.5904946,13.1894245,12.52408,4.057942,11.9580145,-5.411071
437,3.1546068,-2.870295,1.3180377,3.3330903,1.8474607,1.4301851,-0.37997916,0.7091242,-3.248612,1.5452533,1.2600367,-2.6928968,-0.96385205,1.6390419,-1.7692587,1.6698449,-0.50798637,2.468775,0.7526502,0.67949605,2.9743638,4.134903,-0.96345294,0.5260559,-1.1276021,3.231051,-2.044128,1.4156562,3.645509,3.2475734,2.9996836,-2.9162488
438,3.3595169,-2.482025,0.18869534,3.4625754,1.632855,2.2622528,-1.5765197,-0.9704162,-4.2324033,2.7470546,-0.22991595,-3.3198237,-0.6917717,1.2156465,-2.2968922,1.398465,-1.6843029,3.5542946,0.6265887,2.3126197,3.9178543,4.783164,-1.4836626,-0.6949168,-2.088982,4.6016073,-2.545594,3.488728,4.4173307,2.4830503,4.0961843,-2.5572877
